Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
luxemia-golden-handwork-palazzo-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-golden-handwork-palazzo-set-for-festive-events-image-2.jpg,2,Golden Handwork Palazzo Set for Festive Events,,,,,,,,,,,,,,
luxemia-golden-handwork-palazzo-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-golden-handwork-palazzo-set-for-festive-events-image-3.jpg,3,Golden Handwork Palazzo Set for Festive Events,,,,,,,,,,,,,,
luxemia-golden-handwork-palazzo-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-golden-handwork-palazzo-set-for-festive-events-image-4.jpg,4,Golden Handwork Palazzo Set for Festive Events,,,,,,,,,,,,,,
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,Green Mirror Pre-Draped Saree with Blouse for Weddings,"<p>Green Mirror Pre-Draped Saree with Blouse for Weddings is selected for LuxeMia customers looking for polished Indian ethnic wear with a boutique feel. The green pre-draped saree is suitable for weddings, receptions, festive events and pairs detailed styling with an easy special-occasion silhouette.</p>  <ul>   <li><strong>Style:</strong> Pre-Draped Saree</li>   <li><strong>Color:</strong> Green</li>   <li><strong>Fabric:</strong> Tissue Brocade</li>   <li><strong>Work:</strong> Mirror, Stone, Moti, Embroidery</li>   <li><strong>Includes:</strong> Two Piece Set</li>   <li><strong>Occasion:</strong> weddings, receptions, festive events</li>   <li><strong>Sizes:</strong> XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, Custom Measurements</li> </ul>  <p><strong>Custom Measurements:</strong> Select ""Custom Measurements"" as your size if you would like alteration support. After placing your order, share your bust, waist, hips, shoulder, sleeve length, top length, bottom length, and height measurements during the LuxeMia fit follow-up so our team can confirm the best fit before processing.</p>  <p><em>Please note:</em> Slight color variation may occur due to lighting, photography, and screen settings.</p>",LuxeMia,Apparel & Accessories > Clothing,Pre-Draped Saree,"LuxeMia, Indian ethnic wear, Pre-Draped Saree, Green, Tissue Brocade, Mirror, Stone, Moti, Embroidery, wedding guest outfit, festive wear, reception outfit, sangeet outfit, custom measurements",FALSE,Size,XS,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,1,Green Mirror Pre-Draped Saree with Blouse for Weddings,FALSE,Green Mirror Pre-Draped Saree with Blouse for Weddings,"Green Mirror Pre-Draped Saree with Blouse for Weddings in Green. LuxeMia pre-draped saree including two piece set for weddings, receptions, festive events, and custom measurements.",,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,S,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,M,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,L,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,XL,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,XXL,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,3XL,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,4XL,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,5XL,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,FALSE,Size,Custom Measurements,,,,,,0,,0,deny,manual,124.99,,TRUE,TRUE,,,,,FALSE,,,,female,adult,,new,TRUE,,lb,,,draft
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,2,Green Mirror Pre-Draped Saree with Blouse for Weddings,,,,,,,,,,,,,,
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,3,Green Mirror Pre-Draped Saree with Blouse for Weddings,,,,,,,,,,,,,,
luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-green-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,4,Green Mirror Pre-Draped Saree with Blouse for Weddings,,,,,,,,,,,,,,
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,"Brown, Pink, Mint Green Beaded Skirt Set for Festive Events","<p>Brown, Pink, Mint Green Beaded Skirt Set for Festive Events from LuxeMia, selected for weddings, receptions, festive events, and special occasions.</p><h3>Key product details</h3><ul><li><strong>Color:</strong> Brown, Pink, Mint Green</li><li><strong>Fabric:</strong> Net (top), Crepe (skirt &amp; Long Paucha)</li><li><strong>Work:</strong> Beaded, Thread Embroidery, Embroidery</li><li><strong>Included pieces:</strong> Three-Piece Set</li></ul><p><strong>Custom Measurements:</strong> Select Custom Measurements and we will follow up for your made-to-measure sizing details.</p>",LuxeMia,Apparel & Accessories > Clothing,Skirt Set,"LuxeMia, Skirt Set, Brown, Pink, Mint Green, Net (top), Crepe (skirt & Long Paucha), Beaded, Thread Embroidery, Embroidery, Indian ethnic wear, wedding outfit, festive wear",FALSE,Size,XS,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-xs,0,,0,deny,manual,85.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-image-2.jpg,1,"Brown, Pink, Mint Green Beaded Skirt Set for Festive Events",FALSE,"Brown, Pink, Mint Green Beaded Skirt Set for Festive Events","Shop Brown, Pink, Mint Green Beaded Skirt Set for Festive Events from LuxeMia in sizes XS to 5XL, plus custom measurements.",Apparel & Accessories > Clothing,Female,Adult,,New,TRUE,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,S,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-s,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,M,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-m,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,L,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-l,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,XL,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-xl,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,XXL,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-xxl,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,3XL,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-3xl,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,4XL,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-4xl,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,5XL,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-5xl,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events,,,,,,,,Size,Custom Measurements,,,,,luxemia-brown-pink-mint-green-beaded-skirt-set-for-festive-events-custom-measurements,0,,0,deny,manual,85.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,Grey Moti Sharara Suit for Festive Events,"<p>Grey Moti Sharara Suit for Festive Events from LuxeMia, selected for weddings, receptions, festive events, and special occasions.</p><h3>Key product details</h3><ul><li><strong>Color:</strong> Grey</li><li><strong>Fabric:</strong> Chinoon</li><li><strong>Work:</strong> Moti, Sequined, Thread Embroidery, Embroidery</li><li><strong>Included pieces:</strong> Three-Piece Set</li></ul><p><strong>Custom Measurements:</strong> Select Custom Measurements and we will follow up for your made-to-measure sizing details.</p>",LuxeMia,Apparel & Accessories > Clothing,Sharara Suit,"LuxeMia, Sharara Suit, Grey, Chinoon, Moti, Sequined, Thread Embroidery, Embroidery, Indian ethnic wear, wedding outfit, festive wear",FALSE,Size,XS,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-xs,0,,0,deny,manual,122.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-grey-moti-sharara-suit-for-festive-events-image-1.jpg,1,Grey Moti Sharara Suit for Festive Events,FALSE,Grey Moti Sharara Suit for Festive Events,"Shop Grey Moti Sharara Suit for Festive Events from LuxeMia in sizes XS to 5XL, plus custom measurements.",Apparel & Accessories > Clothing,Female,Adult,,New,TRUE,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,S,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-s,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,M,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-m,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,L,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-l,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,XL,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-xl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,XXL,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-xxl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,3XL,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-3xl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,4XL,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-4xl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,5XL,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-5xl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,Size,Custom Measurements,,,,,luxemia-grey-moti-sharara-suit-for-festive-events-custom-measurements,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-grey-moti-sharara-suit-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-grey-moti-sharara-suit-for-festive-events-image-3.jpg,2,Grey Moti Sharara Suit for Festive Events,,,,,,,,,,,,,,
luxemia-yellow-stone-palazzo-set-for-festive-events,Yellow Stone Palazzo Set for Festive Events,"<p>Yellow Stone Palazzo Set for Festive Events from LuxeMia, selected for weddings, receptions, festive events, and special occasions.</p><h3>Key product details</h3><ul><li><strong>Color:</strong> Yellow</li><li><strong>Fabric:</strong> Net (top), Crepe (palazzo)</li><li><strong>Work:</strong> Stone, Moti, Sequined</li><li><strong>Included pieces:</strong> Three-Piece Set</li></ul><p><strong>Custom Measurements:</strong> Select Custom Measurements and we will follow up for your made-to-measure sizing details.</p>",LuxeMia,Apparel & Accessories > Clothing,Palazzo Set,"LuxeMia, Palazzo Set, Yellow, Net (top), Crepe (palazzo), Stone, Moti, Sequined, Indian ethnic wear, wedding outfit, festive wear",FALSE,Size,XS,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-xs,0,,0,deny,manual,122.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-yellow-stone-palazzo-set-for-festive-events-image-1.jpg,1,Yellow Stone Palazzo Set for Festive Events,FALSE,Yellow Stone Palazzo Set for Festive Events,"Shop Yellow Stone Palazzo Set for Festive Events from LuxeMia in sizes XS to 5XL, plus custom measurements.",Apparel & Accessories > Clothing,Female,Adult,,New,TRUE,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,S,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-s,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,M,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-m,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,L,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-l,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,XL,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-xl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,XXL,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-xxl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,3XL,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-3xl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,4XL,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-4xl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,5XL,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-5xl,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,Size,Custom Measurements,,,,,luxemia-yellow-stone-palazzo-set-for-festive-events-custom-measurements,0,,0,deny,manual,122.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-yellow-stone-palazzo-set-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-yellow-stone-palazzo-set-for-festive-events-image-2.jpg,2,Yellow Stone Palazzo Set for Festive Events,,,,,,,,,,,,,,
luxemia-rust-handwork-anarkali-suit-for-festive-events,Rust Handwork Anarkali Suit for Festive Events,"<p>Rust Handwork Anarkali Suit for Festive Events from LuxeMia, selected for weddings, receptions, festive events, and special occasions.</p><h3>Key product details</h3><ul><li><strong>Color:</strong> Rust</li><li><strong>Fabric:</strong> Viscose</li><li><strong>Work:</strong> Handwork</li><li><strong>Included pieces:</strong> Two-Piece Set</li></ul><p><strong>Custom Measurements:</strong> Select Custom Measurements and we will follow up for your made-to-measure sizing details.</p>",LuxeMia,Apparel & Accessories > Clothing,Anarkali Suit,"LuxeMia, Anarkali Suit, Rust, Viscose, Handwork, Indian ethnic wear, wedding outfit, festive wear",FALSE,Size,XS,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-xs,0,,0,deny,manual,104.99,,TRUE,TRUE,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rust-handwork-anarkali-suit-for-festive-events-image-1.jpg,1,Rust Handwork Anarkali Suit for Festive Events,FALSE,Rust Handwork Anarkali Suit for Festive Events,"Shop Rust Handwork Anarkali Suit for Festive Events from LuxeMia in sizes XS to 5XL, plus custom measurements.",Apparel & Accessories > Clothing,Female,Adult,,New,TRUE,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,S,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-s,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,M,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-m,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,L,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-l,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,XL,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-xl,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,XXL,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-xxl,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,3XL,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-3xl,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,4XL,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-4xl,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,5XL,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-5xl,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,Size,Custom Measurements,,,,,luxemia-rust-handwork-anarkali-suit-for-festive-events-custom-measurements,0,,0,deny,manual,104.99,,TRUE,TRUE,,,,,,,,,,,,,,,kg,,,draft
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rust-handwork-anarkali-suit-for-festive-events-image-2.jpg,2,Rust Handwork Anarkali Suit for Festive Events,,,,,,,,,,,,,,
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rust-handwork-anarkali-suit-for-festive-events-image-3.jpg,3,Rust Handwork Anarkali Suit for Festive Events,,,,,,,,,,,,,,
luxemia-rust-handwork-anarkali-suit-for-festive-events,,,,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/catalog-clean/lapink-new-arrivals/luxemia-rust-handwork-anarkali-suit-for-festive-events-image-4.jpg,4,Rust Handwork Anarkali Suit for Festive Events,,,,,,,,,,,,,,
