Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Variant Image,Variant Weight Unit
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,Off-White Satin Silk Paisley Print Lehenga Choli,"<p>Off-white satin silk lehenga choli with digital print.</p>
<p>For festival events — Navratri, Diwali, festivals, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Satin weave silk blend. Approx weight: 2 kg (lehenga set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/lehengas"">Browse all lehengas</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Lehenga Choli,"off-white,satin silk,festival wear,digital print work,lehenga,lehenga choli,indian ethnic wear,usa,ships from india,festive,navratri,in stock",TRUE,Stitching,Unstitched,Size,Standard,2000,shopify,10,deny,manual,59.89,76.78,TRUE,TRUE,ws-leh-003-UNS,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-1.jpg,1,Off-White Satin Silk Paisley Print Lehenga Choli,FALSE,Off-White Satin Silk Paisley Print Lehenga Choli | LuxeMia,Off-White Satin Silk Digital Print lehenga choli for festival — $60. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-1.jpg,kg
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,Stitching,Custom Measurements,Size,Standard,2000,shopify,10,deny,manual,96.56,113.45,TRUE,TRUE,ws-leh-003-CUS,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-1.jpg,kg
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,Stitching,Standard Size,Size,S,2000,shopify,10,deny,manual,83.22,100.11,TRUE,TRUE,ws-leh-003-STA-S,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-1.jpg,kg
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,Stitching,Standard Size,Size,M,2000,shopify,10,deny,manual,83.22,100.11,TRUE,TRUE,ws-leh-003-STA-M,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-1.jpg,kg
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,Stitching,Standard Size,Size,L,2000,shopify,10,deny,manual,83.22,100.11,TRUE,TRUE,ws-leh-003-STA-L,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-1.jpg,kg
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,Stitching,Standard Size,Size,XL,2000,shopify,10,deny,manual,83.22,100.11,TRUE,TRUE,ws-leh-003-STA-XL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-1.jpg,kg
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,Stitching,Standard Size,Size,XXL,2000,shopify,10,deny,manual,83.22,100.11,TRUE,TRUE,ws-leh-003-STA-XXL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-1.jpg,kg
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-2.jpg,2,Off-White Satin Silk Paisley Print Lehenga Choli - View 2,,,,,,
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-3.jpg,3,Off-White Satin Silk Paisley Print Lehenga Choli - View 3,,,,,,
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-4.jpg,4,Off-White Satin Silk Paisley Print Lehenga Choli - View 4,,,,,,
satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/satin-silk-off-white-festival-wear-digital-print-work-navratri-lehenga-choli-404551-5.jpg,5,Off-White Satin Silk Paisley Print Lehenga Choli - View 5,,,,,,
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,Multicolor Cotton Folk Motifs Lehenga Choli with Contrast Embroidered Choli,"<p>Multicolor cotton lehenga choli with digital print.</p>
<p>For festival events — Navratri, Diwali, festivals, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Cotton (natural fiber). Approx weight: 2 kg (lehenga set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/lehengas"">Browse all lehengas</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Lehenga Choli,"multicolor,cotton,festival wear,digital print work,lehenga,lehenga choli,indian ethnic wear,usa,ships from india,festive,navratri,in stock",TRUE,Stitching,Unstitched,Size,Standard,2000,shopify,10,deny,manual,51.00,65.38,TRUE,TRUE,ws-leh-004-UNS,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-1.jpg,1,Multicolor Cotton Folk Motifs Lehenga Choli with Contrast Embroidered Choli,FALSE,Multicolor Cotton Folk Motifs Lehenga Choli with … | LuxeMia,Multicolor Cotton Digital Print lehenga choli for festival — $51. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,Stitching,Custom Measurements,Size,Standard,2000,shopify,10,deny,manual,87.67,102.05,TRUE,TRUE,ws-leh-004-CUS,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,Stitching,Standard Size,Size,S,2000,shopify,10,deny,manual,74.33,88.71,TRUE,TRUE,ws-leh-004-STA-S,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,Stitching,Standard Size,Size,M,2000,shopify,10,deny,manual,74.33,88.71,TRUE,TRUE,ws-leh-004-STA-M,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,Stitching,Standard Size,Size,L,2000,shopify,10,deny,manual,74.33,88.71,TRUE,TRUE,ws-leh-004-STA-L,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,Stitching,Standard Size,Size,XL,2000,shopify,10,deny,manual,74.33,88.71,TRUE,TRUE,ws-leh-004-STA-XL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,Stitching,Standard Size,Size,XXL,2000,shopify,10,deny,manual,74.33,88.71,TRUE,TRUE,ws-leh-004-STA-XXL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-2.jpg,2,Multicolor Cotton Folk Motifs Lehenga Choli with Contrast Embroidered Choli - View 2,,,,,,
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-3.jpg,3,Multicolor Cotton Folk Motifs Lehenga Choli with Contrast Embroidered Choli - View 3,,,,,,
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-4.jpg,4,Multicolor Cotton Folk Motifs Lehenga Choli with Contrast Embroidered Choli - View 4,,,,,,
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404545-5.jpg,5,Multicolor Cotton Folk Motifs Lehenga Choli with Contrast Embroidered Choli - View 5,,,,,,
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,Multicolor Cotton Folk Motif Lehenga Choli with Embroidered Choli,"<p>Multicolor cotton lehenga choli with digital print.</p>
<p>For festival events — Navratri, Diwali, festivals, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Cotton (natural fiber). Approx weight: 2 kg (lehenga set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/lehengas"">Browse all lehengas</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Lehenga Choli,"multicolor,cotton,festival wear,digital print work,lehenga,lehenga choli,indian ethnic wear,usa,ships from india,festive,navratri,in stock",TRUE,Stitching,Unstitched,Size,Standard,2000,shopify,10,deny,manual,55.44,71.09,TRUE,TRUE,ws-leh-005-UNS,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-1.jpg,1,Multicolor Cotton Folk Motif Lehenga Choli with Embroidered Choli,FALSE,Multicolor Cotton Folk Motif Lehenga Choli with E… | LuxeMia,Multicolor Cotton Digital Print lehenga choli for festival — $55. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,Stitching,Custom Measurements,Size,Standard,2000,shopify,10,deny,manual,92.11,107.76,TRUE,TRUE,ws-leh-005-CUS,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,Stitching,Standard Size,Size,S,2000,shopify,10,deny,manual,78.77,94.42,TRUE,TRUE,ws-leh-005-STA-S,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,Stitching,Standard Size,Size,M,2000,shopify,10,deny,manual,78.77,94.42,TRUE,TRUE,ws-leh-005-STA-M,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,Stitching,Standard Size,Size,L,2000,shopify,10,deny,manual,78.77,94.42,TRUE,TRUE,ws-leh-005-STA-L,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,Stitching,Standard Size,Size,XL,2000,shopify,10,deny,manual,78.77,94.42,TRUE,TRUE,ws-leh-005-STA-XL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,Stitching,Standard Size,Size,XXL,2000,shopify,10,deny,manual,78.77,94.42,TRUE,TRUE,ws-leh-005-STA-XXL,,,,FALSE,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-1.jpg,kg
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-2.jpg,2,Multicolor Cotton Folk Motif Lehenga Choli with Embroidered Choli - View 2,,,,,,
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-3.jpg,3,Multicolor Cotton Folk Motif Lehenga Choli with Embroidered Choli - View 3,,,,,,
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-4.jpg,4,Multicolor Cotton Folk Motif Lehenga Choli with Embroidered Choli - View 4,,,,,,
cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544,,,,,,,,,,,,,,,,,,,,,,https://luxemia.shop/images/products/lehengas/cotton-multicolor-festival-wear-digital-print-work-navratri-lehenga-choli-404544-5.jpg,5,Multicolor Cotton Folk Motif Lehenga Choli with Embroidered Choli - View 5,,,,,,
