Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Variant Image,Variant Weight Unit
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Custom Measurements,Size,S,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-S,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Custom Measurements,Size,M,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Custom Measurements,Size,L,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Custom Measurements,Size,XL,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Custom Measurements,Size,XXL,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Standard Size,Size,S,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-S,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Standard Size,Size,M,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Standard Size,Size,L,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Standard Size,Size,XL,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,Stitching,Standard Size,Size,XXL,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(2).jpg,2,Multi-color Embroidered Lehenga Choli with Dupatta - Banarasi Silk Wedding - View 3,,,,,,
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(3).jpg,3,Multi-color Embroidered Lehenga Choli with Dupatta - Banarasi Silk Wedding - View 4,,,,,,
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403050,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10384(4).jpg,4,Multi-color Embroidered Lehenga Choli with Dupatta - Banarasi Silk Wedding - View 5,,,,,,
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,Multi-color Embroidered Lehenga Choli with Dupatta - Banarasi,"<p>Embroidered lehenga choli with dupatta.</p>
<p>For wedding events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Banarasi Silk. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/lehengas"">Browse all</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas > Lehengas,Lehenga Choli,"banarasi silk,wedding,embroidery,indian ethnic wear,usa,ships from india,in stock,lehenga,lehenga choli",TRUE,Stitching,Unstitched,Size,S,2000,shopify,10,deny,manual,162.17,207.91,TRUE,TRUE,banarasi-silk-multi--UNS-S,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,1,Multi-color Embroidered Lehenga Choli with Dupatta - Banarasi,FALSE,Multi-color Embroidered Lehenga Choli with Dupatt… | LuxeMia,embroidered lehenga choli for wedding — $162. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Unstitched,Size,M,2000,shopify,10,deny,manual,162.17,207.91,TRUE,TRUE,banarasi-silk-multi--UNS-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Unstitched,Size,L,2000,shopify,10,deny,manual,162.17,207.91,TRUE,TRUE,banarasi-silk-multi--UNS-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Unstitched,Size,XL,2000,shopify,10,deny,manual,162.17,207.91,TRUE,TRUE,banarasi-silk-multi--UNS-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Unstitched,Size,XXL,2000,shopify,10,deny,manual,162.17,207.91,TRUE,TRUE,banarasi-silk-multi--UNS-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Custom Measurements,Size,S,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-S,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Custom Measurements,Size,M,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Custom Measurements,Size,L,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Custom Measurements,Size,XL,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Custom Measurements,Size,XXL,2000,shopify,10,deny,manual,198.84,244.58,TRUE,TRUE,banarasi-silk-multi--CUS-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Standard Size,Size,S,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-S,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Standard Size,Size,M,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-M,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Standard Size,Size,L,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-L,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Standard Size,Size,XL,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-XL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,Stitching,Standard Size,Size,XXL,2000,shopify,10,deny,manual,185.50,231.24,TRUE,TRUE,banarasi-silk-multi--STA-XXL,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(1).jpg,kg
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(2).jpg,2,Multi-color Embroidered Lehenga Choli with Dupatta - Banarasi - View 3,,,,,,
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(3).jpg,3,Multi-color Embroidered Lehenga Choli with Dupatta - Banarasi - View 4,,,,,,
banarasi-silk-multi-color-wedding-wear-embroidery-work-lehenga-choli-403048,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/August/63428/Multi-Color-Banarasi-Silk-Wedding-Wear-Embroidery-Work-Lehenga-Choli-Vrindavan-Vol-73-10382(4).jpg,4,Multi-color Embroidered Lehenga Choli with Dupatta - Banarasi - View 5,,,,,,
satin-red-wedding-wear-sequins-work-lehenga-choli-403002,Red Sequin Lehenga Choli with Dupatta,"<p>Red sequin lehenga choli with dupatta.</p>
<p>For wedding events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Lehenga, choli, and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Premium fabric (see images). Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/lehengas"">Browse all</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas > Lehengas,Lehenga Choli,"red,wedding,sequins,indian ethnic wear,usa,ships from india,in stock,lehenga,lehenga choli",TRUE,Stitching,Unstitched,Size,S,2000,shopify,10,deny,manual,97.67,125.22,TRUE,TRUE,satin-red-wedding-we-UNS-S,https://kesimg.b-cdn.net/images/650/2026y/August/63475/Red-Satin-Wedding-Wear-Sequins-Work--Lehenga-Choli-HC-1145(1).jpg,1,Red Sequin Lehenga Choli with Dupatta,FALSE,Red Sequin Lehenga Choli with Dupatta | LuxeMia,Red sequin lehenga choli for wedding — $98. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/August/63475/Red-Satin-Wedding-Wear-Sequins-Work--Lehenga-Choli-HC-1145(1).jpg,kg
